# sourceSeal=16c2a7e window=10 draws=20 — S242/GEN-04.
# `before` counts duplicates inside the window with NO queue (what the runtime did until this packet);
# `after` counts them through drawFreshVariant. `exhausted` = pool at or below the window, which is
# GRB-04's finding and not something a queue can repair. Any `leaking` row is a mechanism bug.
generator,form,widgetType,verdict,draws,distinctWidgets,windowDuplicatesBefore,windowDuplicatesAfter,exhaustedDraws,redraws
g10-solid-geometry,sg-revolution__numeric,exactNumberLab,clean,20,19,1,0,0,2
g10-triangle-congruence,tc-centroid__mcq,mcq,clean,20,19,1,0,0,1
g12-conic-sections,conic-sections__co-abc__mcq,mcq,clean,20,19,1,0,0,1
g12-conic-sections,conic-sections__co-asymptote__mcq,mcq,clean,20,19,0,0,0,0
g12-conic-sections,conic-sections__co-ecc-unify__buildExpression,buildExpression,clean,20,19,0,0,0,0
g12-conic-sections,conic-sections__co-ellipse__mcq,mcq,clean,20,19,0,0,0,0
g12-conic-sections,conic-sections__co-general-hp__mcq,mcq,clean,20,19,1,0,0,1
g12-conic-sections,conic-sections__co-parabola-eqn__mcq,mcq,clean,20,19,1,0,0,1
g12-function-analysis,function-analysis__fna-even-odd__mcq,mcq,clean,20,19,1,0,0,1
g12-function-analysis,function-analysis__fna-graph-read__mcq,mcq,clean,20,19,1,0,0,1
g12-function-analysis,function-analysis__fna-inc-dec__mcq,mcq,clean,20,19,1,0,0,1
g12-function-analysis,function-analysis__fna-inverse-verify__mcq,mcq,clean,20,19,0,0,0,0
g12-function-analysis,function-analysis__fna-restricted__mcq,mcq,clean,20,19,0,0,0,0
g12-function-analysis,function-analysis__fna-secant__mcq,mcq,clean,20,19,1,0,0,1
g12-limits-continuity,limits-continuity__lc-avg-rate__mcq,mcq,clean,20,19,1,0,0,1
g12-limits-continuity,limits-continuity__lc-continuity__mcq,mcq,clean,20,19,0,0,0,0
g12-limits-continuity,limits-continuity__lc-derivative__mcq,mcq,clean,20,19,1,0,0,2
g12-limits-continuity,limits-continuity__lc-limit-idea__mcq,mcq,clean,20,19,1,0,0,1
g12-limits-continuity,limits-continuity__lc-rationalize__mcq,mcq,clean,20,19,1,0,0,1
g12-limits-continuity,limits-continuity__lc-read-limit__mcq,mcq,clean,20,19,1,0,0,1
g12-polar-parametric,polar-parametric__pp-parabolic-path__mcq,mcq,clean,20,19,0,0,0,0
g12-polar-parametric,polar-parametric__pp-projectile__mcq,mcq,clean,20,19,1,0,0,1
g12-polar-parametric,polar-parametric__pp-roses__mcq,mcq,clean,20,19,1,0,0,1
g12-polar-parametric,polar-parametric__pp-to-rect__numeric,numeric,clean,20,19,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-boundary-rule__mcq,mcq,clean,20,19,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-ineq-scratch__mcq,mcq,clean,20,19,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-mult-shortcut__mcq,mcq,clean,20,19,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-portrait__mcq,mcq,clean,20,19,1,0,0,4
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rational-cuts__buildExpression,buildExpression,clean,20,19,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-list__mcq,mcq,clean,20,19,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-test__buildExpression,buildExpression,clean,20,19,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-slant-find__mcq,mcq,clean,20,19,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-slant-when__mcq,mcq,clean,20,19,0,0,0,0
g12-trig-graphs-inverses,trig-graphs-inverses__tg-arccos__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-graphs-inverses,trig-graphs-inverses__tg-composition-trap__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-graphs-inverses,trig-graphs-inverses__tg-inverse-graphs__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-graphs-inverses,trig-graphs-inverses__tg-mixed-comp__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-transform__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-convert-solve__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-convert-solve__numeric,numeric,clean,20,19,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-pythagorean__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-reciprocals__mcq,mcq,clean,20,19,0,0,0,0
g12-trig-identities-equations,trig-identities-equations__ti-root-traps__mcq,mcq,clean,20,19,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-root-traps__numeric,numeric,clean,20,19,1,0,0,2
g12-trig-identities-equations,trig-identities-equations__ti-tan-cofunction__mcq,mcq,clean,20,19,1,0,0,1
g12-vectors-matrices,vectors-matrices__vec-add__numeric,exactNumberLab,clean,20,19,1,0,0,1
g12-vectors-matrices,vectors-matrices__vec-applications__mcq,mcq,clean,20,19,0,0,0,0
g12-vectors-matrices,vectors-matrices__vec-determinant__numeric,exactNumberLab,clean,20,19,1,0,0,2
g12-vectors-matrices,vectors-matrices__vec-matrix-arith__mcq,mcq,clean,20,19,1,0,0,1
g12-vectors-matrices,vectors-matrices__vec-scalar__mcq,mcq,clean,20,19,1,0,0,2
g12-vectors-matrices,vectors-matrices__vec-solve-systems__mcq,mcq,clean,20,19,0,0,0,0
g13-curve-analysis,curve-analysis__ca-critical-point__mcq,mcq,clean,20,19,1,0,0,1
g13-curve-analysis,curve-analysis__ca-second-derivative-test__mcq,mcq,clean,20,19,1,0,0,1
g13-derivative-rules,derivative-rules__dr-chain-rule__mcq,mcq,clean,20,19,1,0,0,1
g13-derivative-rules,derivative-rules__dr-derivative-function__mcq,mcq,clean,20,19,1,0,0,1
g13-derivative-rules,derivative-rules__dr-differentiability__dragBucket,dragBucket,clean,20,19,1,0,0,1
g13-derivative-rules,derivative-rules__dr-differentiability__mcq,mcq,clean,20,19,1,0,0,1
g13-derivative-rules,derivative-rules__dr-flat-not-turning__mcq,mcq,clean,20,19,1,0,0,1
g13-derivative-rules,derivative-rules__dr-sign-of-derivative__matchPairs,matchPairs,clean,20,19,1,0,0,1
g13-derivatives-in-context,derivatives-in-context__dc-distance__numeric,numeric,clean,20,19,1,0,0,1
g13-derivatives-in-context,derivatives-in-context__dc-lhopital__numeric,numeric,clean,20,19,1,0,0,2
g13-derivatives-in-context,derivatives-in-context__dc-other-forms__mcq,mcq,clean,20,19,1,0,0,1
g13-derivatives-in-context,derivatives-in-context__dc-speed__dragBucket,dragBucket,clean,20,19,1,0,0,2
g13-differential-equations,differential-equations__de-euler__numeric,numeric,clean,20,19,0,0,0,0
g13-differential-equations,differential-equations__de-slope-field__matchPairs,matchPairs,clean,20,19,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-antiderivative__mcq,mcq,clean,20,19,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-choosing-u__numeric,numeric,clean,20,19,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-constant-of-integration__mcq,mcq,clean,20,19,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-definite-integral__numeric,exactNumberLab,clean,20,19,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-ftc-unified__dragBucket,dragBucket,clean,20,19,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-ftc-unified__dragOrder,dragOrder,clean,20,19,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-ftc1__mcq,mcq,clean,20,19,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-ftc2__mcq,mcq,clean,20,19,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-net-change__mcq,mcq,clean,20,19,1,0,0,2
g13-integration-accumulation,integration-accumulation__in-usub__numeric,numeric,clean,20,19,1,0,0,1
g13-integration-applications,integration-applications__ia-cross-sections__mcq,mcq,clean,20,19,1,0,0,1
g13-integration-applications,integration-applications__ia-cross-sections__numeric,numeric,clean,20,19,1,0,0,2
g13-integration-applications,integration-applications__ia-motion__numeric,numeric,clean,20,19,0,0,0,0
g13-integration-applications,integration-applications__ia-washer__mcq,mcq,clean,20,19,1,0,0,1
g13-parametric-polar-calculus,parametric-polar-calculus__pc-parametric-derivative__mcq,mcq,clean,20,19,1,0,0,1
g13-series-convergence,series-convergence__sc-comparison__dragBucket,dragBucket,clean,20,19,1,0,0,1
g10-conditional-probability,conditional-probability__cpr-indep-vs-disjoint__dragBucket,dragBucket,clean,20,19,1,0,0,1
g10-conditional-probability,conditional-probability__cpr-joint-prob__matchPairs,matchPairs,clean,20,19,0,0,0,0
g6-data-literacy,ddDataCountList,numeric,clean,20,20,0,0,0,0
g6-data-literacy,ddHistTotal,numeric,clean,20,20,0,0,0,0
g6-data-literacy,ddHistExactValues,mcq,clean,20,20,0,0,0,0
g6-data-literacy,ddHistDisplayChoice,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddMeanBasic,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddMeanMissing,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddMeanMeaning,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddMeanContext,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddMedianOddUnsorted,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddMedianSortError,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddMedianContext,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddMedianOutlierData,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddMeanMedianTail,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddRangeBasic,pointSetReasoningLab,clean,20,20,0,0,0,0
g6-center-spread,ddRangeEndpointsOnly,pointSetReasoningLab,clean,20,20,0,0,0,0
g6-center-spread,ddRangeNewOutlier,pointSetReasoningLab,clean,20,20,0,0,0,0
g6-center-spread,ddIqrGiven,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddIqrOutlierRobust,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddIqrUnsortedEven,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddSimilarClass,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddFullReport,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddBestDescription,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddTypicalMedian,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddShapeFromCenters,mcq,clean,20,20,0,0,0,0
g6-center-spread,ddCenterGap,numeric,clean,20,20,0,0,0,0
g6-center-spread,ddCapReport,mcq,clean,20,20,0,0,0,0
match-sum,mixedSums,matchPairs,clean,20,20,0,0,0,0
compare-numerals,greatestOfThree,tapDiagram,clean,20,20,0,0,0,0
compare-groups,mostOfThree,tapDiagram,clean,20,20,0,0,0,0
sr-recursive,needAllTerms,mcq,clean,20,20,0,0,0,0
trig-model,platform,numeric,clean,20,20,0,0,0,0
trig-model,speedB,numeric,clean,20,20,0,0,0,0
cn-square,factorBack,mcq,clean,20,20,0,0,0,0
cn-add-sub,subtract,numeric,clean,20,20,0,0,0,0
cn-conjugate,divideMcq,mcq,clean,20,20,0,0,0,0
cn-disc-repeat,forceB,mcq,clean,20,20,0,0,0,0
cn-solve-any,complexRoots,mcq,clean,20,20,0,0,0,0
sequence-order,byTens,dragOrder,clean,20,20,0,0,0,0
sequence-order,byFives,dragOrder,clean,20,20,0,0,0,0
event-sort,classify,dragBucket,clean,20,20,0,0,0,0
two-step-arith,timesThenLess,numeric,clean,20,20,0,0,0,0
multiple-find,factorList,mcq,clean,20,20,0,0,0,0
sci-notation,small,buildExpression,clean,20,20,0,0,0,0
base-ten-build,tradeUp,baseTenCompose,clean,20,20,0,0,0,0
fraction-benchmark,straddleHalf,exactNumberLab,clean,20,20,0,0,0,0
frac-multiply,areaCompare,mcq,clean,20,20,0,0,0,0
fraction-scaling,singleCompare,mcq,clean,20,20,0,0,0,0
fraction-scaling,pairCompare,mcq,clean,20,20,0,0,0,0
fraction-scaling,largestThree,mcq,clean,20,20,0,0,0,0
composite-area-lab,trapezoid,compositeAreaLab,clean,20,20,0,0,0,0
composite-area-lab,fromTriangles,compositeAreaLab,clean,20,20,0,0,0,0
composite-area-lab,threeRects,compositeAreaLab,clean,20,20,0,0,0,0
composite-area-lab,fourPieces,compositeAreaLab,clean,20,20,0,0,0,0
two-step-order,whichPlan,mcq,clean,20,20,0,0,0,0
two-step-order,whichNeedsTwo,mcq,clean,20,20,0,0,0,0
pq-kite,offAxisAngles,numeric,clean,20,20,0,0,0,0
coord-distance,vertical,numeric,clean,20,20,0,0,0,0
coord-midpoint,axisY,numeric,clean,20,20,0,0,0,0
coord-midpoint,parallelogramVertex,numeric,clean,20,20,0,0,0,0
measure-word,drainRefill,numeric,clean,20,20,0,0,0,0
graph-read,totalAll,numeric,clean,20,20,0,0,0,0
area-compose,rugLeft,numeric,clean,20,20,0,0,0,0
area-compose,pondCut,numeric,clean,20,20,0,0,0,0
area-compose,attachedAreas,geometricConstraintLab,clean,20,20,0,0,0,0
area-compose,coordinateComposite,geometricConstraintLab,clean,20,20,0,0,0,0
order-decimals,tenthsOrder,mcq,clean,20,20,0,0,0,0
long-div-2digit,quotRemainder,quotientReasoningLab,clean,20,20,0,0,0,0
long-div-2digit,invalidRemainder,quotientReasoningLab,clean,20,20,0,0,0,0
fn-arith-seq,diffDown,numeric,clean,20,20,0,0,0,0
fn-arith-seq,nextDown,numeric,clean,20,20,0,0,0,0
equiv-test,likeSubtract,mcq,clean,20,20,0,0,0,0
equiv-test,claimAtValue,numeric,clean,20,20,0,0,0,0
equiv-test,likeConstant,mcq,clean,20,20,0,0,0,0
equiv-test,distributeCombine,numeric,clean,20,20,0,0,0,0
negative-intro,riseTemp,numeric,clean,20,20,0,0,0,0
negative-intro,orderSignedFour,dragOrder,clean,20,20,0,0,0,0
negative-intro,absoluteEqual,mcq,clean,20,20,0,0,0,0
negative-intro,fartherAbsolute,absValueLine,clean,20,20,0,0,0,0
negative-intro,debtAbsolute,absValueLine,clean,20,20,0,0,0,0
negative-intro,coldestSigned,mcq,clean,20,20,0,0,0,0
negative-intro,deeperSigned,rationalCompare,clean,20,20,0,0,0,0
negative-intro,orderRationalsFive,dragOrder,clean,20,20,0,0,0,0
remainder-word,vansUp,quotientReasoningLab,clean,20,20,0,0,0,0
grouping-first,mulGroup,exactNumberLab,clean,20,20,0,0,0,0
grouping-first,mulAddEval,evalOrder,clean,20,20,0,0,0,0
grouping-first,mulSubNumeric,numeric,clean,20,20,0,0,0,0
grouping-first,groupPhraseMcq,mcq,clean,20,20,0,0,0,0
decimal-align-addsub,padSub,numeric,clean,20,20,0,0,0,0
decimal-align-addsub,bareAdd,numeric,clean,20,20,0,0,0,0
decimal-align-addsub,regroupSub,numeric,clean,20,20,0,0,0,0
decimal-align-addsub,zerosSub,numeric,clean,20,20,0,0,0,0
decimal-align-addsub,bareSub,numeric,clean,20,20,0,0,0,0
decimal-align-addsub,ribbons,numeric,clean,20,20,0,0,0,0
decimal-align-addsub,threeAdd,numeric,clean,20,20,0,0,0,0
poly-read,degreeOf,numeric,clean,20,20,0,0,0,0
poly-read,readQuartic,numeric,clean,20,20,0,0,0,0
poly-addsub,addX,numeric,clean,20,20,0,0,0,0
poly-addsub,addSquare,numeric,clean,20,20,0,0,0,0
poly-addsub,subX,numeric,clean,20,20,0,0,0,0
poly-addsub,subConst,numeric,clean,20,20,0,0,0,0
poly-addsub,subFlip,numeric,clean,20,20,0,0,0,0
power-product,comparePowers,exactNumberLab,clean,20,20,0,0,0,0
deriv-product,abstract,numeric,clean,20,20,0,0,0,0
subtract-within-100,twoDigit,numeric,clean,20,20,0,0,0,0
subtract-within-100,regroup,numeric,clean,20,20,0,0,0,0
inverse-pipeline,three,inversePipeline,clean,20,20,0,0,0,0
inverse-pipeline,multistep,inversePipeline,clean,20,20,0,0,0,0
metric-convert,metricMcq,mcq,clean,20,20,0,0,0,0
round-place,whole,numeric,clean,20,20,0,0,0,0
round-place,decimalPlace,numeric,clean,20,20,0,0,0,0
round-place,contextWhole,placeValueTransformLab,clean,20,20,0,0,0,0
round-place,contextTenth,placeValueTransformLab,clean,20,20,0,0,0,0
round-place,deciderMcq,placeValueTransformLab,clean,20,20,0,0,0,0
rect-measure,mixed,numeric,clean,20,20,0,0,0,0
rect-measure,missingSide,numeric,clean,20,20,0,0,0,0
angle-sum,adjacent,numeric,clean,20,20,0,0,0,0
angle-sum,missing,numeric,clean,20,20,0,0,0,0
probability-fraction,relFreq,fractionEntry,clean,20,20,0,0,0,0
probability-fraction,mixed,fractionEntry,clean,20,20,0,0,0,0
place-compare,ones,placeCompare,clean,20,20,0,0,0,0
place-compare,any,placeCompare,clean,20,20,0,0,0,0
place-compare,hundreds,placeCompare,clean,20,20,0,0,0,0
place-compare,decimalClose,placeValueTransformLab,clean,20,20,0,0,0,0
place-compare,decidingPlace,placeValueTransformLab,clean,20,20,0,0,0,0
length-compare,three,lengthCompare,clean,20,20,0,0,0,0
eq-two-step,negative,numeric,clean,20,20,0,0,0,0
eq-two-step,parens,numeric,clean,20,20,0,0,0,0
int-subtract-negative,decimal,numeric,clean,20,20,0,0,0,0
lf-slope-two-points,default,numeric,clean,20,20,0,0,0,0
repeat-decimal,threeDigit,quotientReasoningLab,clean,20,20,0,0,0,0
unit-frac-divide,scoopsComputation,mcq,clean,20,20,0,0,0,0
unit-frac-divide,divisionMagnitude,mcq,clean,20,20,0,0,0,0
unit-frac-divide,flipDivisor,quotientReasoningLab,clean,20,20,0,0,0,0
fraction-meaning,takeSome,fractionEntry,clean,20,20,0,0,0,0
decimal-place-value,placeDigitMcq,mcq,clean,20,20,0,0,0,0
decimal-place-value,placeDigitNumeric,numeric,clean,20,20,0,0,0,0
decimal-place-value,readSimple,mcq,clean,20,20,0,0,0,0
decimal-representation,tenthsFraction,mcq,clean,20,20,0,0,0,0
decimal-representation,expandedBuild,buildExpression,clean,20,20,0,0,0,0
decimal-representation,missingExpandedDigit,numeric,clean,20,20,0,0,0,0
decimal-representation,trailingEquivalent,mcq,clean,20,20,0,0,0,0
unit-rate-frac,default,fractionEntry,clean,20,20,0,0,0,0
hyperbola-anatomy,opens,mcq,clean,20,20,0,0,0,0
conic-classify,hyperbolaCase,mcq,clean,20,20,0,0,0,0
conic-classify,parabolaCase,mcq,clean,20,20,0,0,0,0
conic-classify,circleCase,mcq,clean,20,20,0,0,0,0
sci-compute,addSame,buildExpression,clean,20,20,0,0,0,0
sci-compute,addShift,buildExpression,clean,20,20,0,0,0,0
coordinate-plot,cgVerticalAlignment,mcq,clean,20,20,0,0,0,0
coordinate-plot,cgRectangleCorner,mcq,clean,20,20,0,0,0,0
coordinate-plot,cgContextRead,pointSetReasoningLab,clean,20,20,0,0,0,0
coordinate-plot,cgPathLength,pointSetReasoningLab,clean,20,20,0,0,0,0
coordinate-plot,signedQuadrant,mcq,clean,20,20,0,0,0,0
coordinate-plot,axisLocation,mcq,clean,20,20,0,0,0,0
coordinate-plot,reflectXAxis,mcq,clean,20,20,0,0,0,0
proportional-plot,cgPairRelation,mcq,clean,20,20,0,0,0,0
back-substitute,given,affineRelationshipLab,clean,20,20,0,0,0,0
point-transform,translate,pointEntry,clean,20,20,0,0,0,0
point-transform,rotate,pointEntry,clean,20,20,0,0,0,0
point-transform,dilate,pointEntry,clean,20,20,0,0,0,0
vec-displacement,equalVector,mcq,clean,20,20,0,0,0,0
vec-displacement,magnitude,numeric,clean,20,20,0,0,0,0
matrix-apply,basisColumn,pointEntry,clean,20,20,0,0,0,0
matrix-apply,componentOnly,numeric,clean,20,20,0,0,0,0
mvt-c,speedTrap,mcq,clean,20,20,0,0,0,0
mvt-c,twoValueMVT,mcq,clean,20,20,0,0,0,0
mvt-bound,smallest,numeric,clean,20,20,0,0,0,0
end-behavior,poleClassify,mcq,clean,20,20,0,0,0,0
end-behavior,polyLimit,mcq,clean,20,20,0,0,0,0
full-sketch,logicalContradiction,mcq,clean,20,20,0,0,0,0
inverse-deriv,knownValues,mcq,clean,20,20,0,0,0,0
second-deriv-poly,motion,mcq,clean,20,20,0,0,0,0
const-sum-rule,whyConstant,mcq,clean,20,20,0,0,0,0
const-sum-rule,legalMoves,dragBucket,clean,20,20,0,0,0,0
arc-measure,threeArcs,numeric,clean,20,20,0,0,0,0
inscribed-angle,triangleArc,numeric,clean,20,20,0,0,0,0
array-model,whichOperation,mcq,clean,20,20,0,0,0,0
array-model,arrayMinus,numeric,clean,20,20,0,0,0,0
skip-count,howManyNumbers,mcq,clean,20,20,0,0,0,0
skip-count,compareLanding,numeric,clean,20,20,0,0,0,0
share-division,whichStory,mcq,clean,20,20,0,0,0,0
group-division,whichStory,mcq,clean,20,20,0,0,0,0
missing-factor,weeksToSave,mcq,clean,20,20,0,0,0,0
fact-family,howManyFacts,mcq,clean,20,20,0,0,0,0
fact-family,shareThenGiveBack,numeric,clean,20,20,0,0,0,0
triangle-area-calc,coordinateRightTriangle,geometricConstraintLab,clean,20,20,0,0,0,0
area-formula-pick,cornerCut,numeric,clean,20,20,0,0,0,0
area-formula-pick,parallelogramMcq,mcq,clean,20,20,0,0,0,0
area-formula-pick,trapezoidAverage,mcq,clean,20,20,0,0,0,0
area-formula-pick,coordinateRectangle,geometricConstraintLab,clean,20,20,0,0,0,0
lshape-decompose,boxMinusCorner,numeric,clean,20,20,0,0,0,0
secant-slope,avgRate,numeric,clean,20,20,0,0,0,0
secant-slope,compareIntervals,mcq,clean,20,20,0,0,0,0
rate-interpret,compareSpeeds,mcq,clean,20,20,0,0,0,0
rate-interpret,temperature,numeric,clean,20,20,0,0,0,0
tree-chain,whyMinusOne,mcq,clean,20,20,0,0,0,0
independence-def,dependentCheck,mcq,clean,20,20,0,0,0,0
independence-test,bucketTest,dragBucket,clean,20,20,0,0,0,0
composite-tri,wallsPlusRoof,numeric,clean,20,20,0,0,0,0
composite-multi,threeRects,numeric,clean,20,20,0,0,0,0
composite-multi,groupingOrder,mcq,clean,20,20,0,0,0,0
composite-multi,fourPieces,numeric,clean,20,20,0,0,0,0
vertical-shift,whichDirection,mcq,clean,20,20,0,0,0,0
horizontal-shift,whichRule,mcq,clean,20,20,0,0,0,0
combined-shift,whichRule,mcq,clean,20,20,0,0,0,0
trig-inside,generalCos,mcq,clean,20,20,0,0,0,0
trig-inside,generalTan,mcq,clean,20,20,0,0,0,0
add-like-denom,diagnoseError,mcq,clean,20,20,0,0,0,0
add-like-denom,wordSum,numeric,clean,20,20,0,0,0,0
subtract-like-denom,diagnoseError,mcq,clean,20,20,0,0,0,0
to-polar,angleQuadrant,mcq,clean,20,20,0,0,0,0
chord-dist,whichLongest,mcq,clean,20,20,0,0,0,0
box-volume,dimensionsMcq,mcq,clean,20,20,0,0,0,0
box-volume,layersMcq,mcq,clean,20,20,0,0,0,0
box-volume,composite,numeric,clean,20,20,0,0,0,0
box-volume,compositeMcq,mcq,clean,20,20,0,0,0,0
box-volume,fitBoxes,numeric,clean,20,20,0,0,0,0
box-volume,missingHeight,numeric,clean,20,20,0,0,0,0
two-way-table,grandTotal,conditionalTableLab,clean,20,20,0,0,0,0
two-way-table,cellMeaning,conditionalTableLab,clean,20,20,0,0,0,0
two-way-table,columnTotal,conditionalTableLab,clean,20,20,0,0,0,0
set-ops,sortCards,dragBucket,clean,20,20,0,0,0,0
hop-multiply,landOn,numeric,clean,20,20,0,0,0,0
hop-multiply,hopLength,mcq,clean,20,20,0,0,0,0
hop-multiply,turnAround,numeric,clean,20,20,0,0,0,0
identity-zero,timesZero,numeric,clean,20,20,0,0,0,0
identity-zero,stickerStory,mcq,clean,20,20,0,0,0,0
unknown-letter,spiderStory,numeric,clean,20,20,0,0,0,0
unknown-letter,testAddSolution,mcq,clean,20,20,0,0,0,0
unknown-letter,equationVsExpression,mcq,clean,20,20,0,0,0,0
unknown-letter,chooseMulSolution,mcq,clean,20,20,0,0,0,0
unknown-letter,checkAddSolution,mcq,clean,20,20,0,0,0,0
unknown-letter,feeSolve,numeric,clean,20,20,0,0,0,0
parity,pointsBonus,numeric,clean,20,20,0,0,0,0
reasonableness,quickEstimate,mcq,clean,20,20,0,0,0,0
reasonableness,rebuildTest,mcq,clean,20,20,0,0,0,0
round-ten,whatItMeans,mcq,clean,20,20,0,0,0,0
round-ten,roundThenAdd,numeric,clean,20,20,0,0,0,0
round-hundred,placeOnLine,numberLinePlace,clean,20,20,0,0,0,0
round-hundred,roundThenAdd,numeric,clean,20,20,0,0,0,0
round-half,sumWithTie,numeric,clean,20,20,0,0,0,0
estimation,estimateDiff,numeric,clean,20,20,0,0,0,0
estimation,affordCheck,mcq,clean,20,20,0,0,0,0
estimation,estimateSum,numeric,clean,20,20,0,0,0,0
equal-parts,nameThePiece,mcq,clean,20,20,0,0,0,0
equal-parts,whyEqualEvidence,mcq,clean,20,20,0,0,0,0
build-fraction,whichSum,mcq,clean,20,20,0,0,0,0
nl-partition,whyEqualJumps,mcq,clean,20,20,0,0,0,0
nl-unit,whichCloser,mcq,clean,20,20,0,0,0,0
nl-fraction,afterNthJump,mcq,clean,20,20,0,0,0,0
equivalent-fractions,whoIsRight,mcq,clean,20,20,0,0,0,0
unit-size,smallestOf,mcq,clean,20,20,0,0,0,0
compare-same-denom,howManyMore,numeric,clean,20,20,0,0,0,0
compare-same-denom,whyNumerators,mcq,clean,20,20,0,0,0,0
compare-same-num,whoIsRight,mcq,clean,20,20,0,0,0,0
compare-same-num,rankThree,mcq,clean,20,20,0,0,0,0
same-whole,pizzaClaim,mcq,clean,20,20,0,0,0,0
same-whole,whichPair,mcq,clean,20,20,0,0,0,0
same-whole,comparisonCondition,mcq,clean,20,20,0,0,0,0
time-relative,quarterTo,mcq,clean,20,20,0,0,0,0
elapsed-time,bridgeMethod,mcq,clean,20,20,0,0,0,0
elapsed-time,twoPartEnd,clockSet,clean,20,20,0,0,0,0
volume,addThenLeak,numeric,clean,20,20,0,0,0,0
perimeter,trianglePerimeter,numeric,clean,20,20,0,0,0,0
missing-side,rectangleWidth,geometricConstraintLab,clean,20,20,0,0,0,0
num-denom,denominatorEffect,mcq,clean,20,20,0,0,0,0
attributes,detectiveSides,mcq,clean,20,20,0,0,0,0
attributes,cgTriangleSideHierarchy,shapeHierarchyLab,clean,20,20,0,0,0,0
quadrilaterals,trapezoidByParallel,mcq,clean,20,20,0,0,0,0
quadrilaterals,allQuadrilateralSet,mcq,clean,20,20,0,0,0,0
quadrilaterals,rhombusBySides,mcq,clean,20,20,0,0,0,0
quadrilaterals,cgGuaranteedRhombus,mcq,clean,20,20,0,0,0,0
shape-hierarchy,rectangleNotSquare,mcq,clean,20,20,0,0,0,0
shape-hierarchy,hierarchyTruth,mcq,clean,20,20,0,0,0,0
shape-hierarchy,missingHierarchyLabel,mcq,clean,20,20,0,0,0,0
sorting-rules,bothRules,mcq,clean,20,20,0,0,0,0
sorting-rules,outsideOverlap,mcq,clean,20,20,0,0,0,0
sorting-rules,equalSideGate,mcq,clean,20,20,0,0,0,0
non-examples,misfitPurpose,mcq,clean,20,20,0,0,0,0
non-examples,unequalSideReject,mcq,clean,20,20,0,0,0,0
place-value,zeroPlaceholder,mcq,clean,20,20,0,0,0,0
place-value,composeNumber,numeric,clean,20,20,0,0,0,0
expanded-form,addTensExpanded,numeric,clean,20,20,0,0,0,0
compare-numbers,leadingDigitError,mcq,clean,20,20,0,0,0,0
compare-numbers,scoreChain,numeric,clean,20,20,0,0,0,0
mental-add,plusNinetyNine,numeric,clean,20,20,0,0,0,0
mental-add,addByJumps,numeric,clean,20,20,0,0,0,0
