portfolio_id,severity,display_type,rule,target_kind,target_id,renderer,evidence
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,qu-axis-symmetry,QuAxisSymmetry,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,qu-vertex-standard,QuVertexStandard,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-GRID,MINOR,coordinate_graph,grid,figure_renderer,qu-vertex-standard,QuVertexStandard,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,qu-vertex-standard,QuVertexStandard,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,qu-roots-cross,QuRootsCross,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-GRID,MINOR,coordinate_graph,grid,figure_renderer,qu-roots-cross,QuRootsCross,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,qu-roots-cross,QuRootsCross,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,qu-discriminant-zero,QuDiscriminantZero,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-GRID,MINOR,coordinate_graph,grid,figure_renderer,qu-discriminant-zero,QuDiscriminantZero,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,qu-discriminant-zero,QuDiscriminantZero,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,qu-discriminant-neg,QuDiscriminantNeg,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-GRID,MINOR,coordinate_graph,grid,figure_renderer,qu-discriminant-neg,QuDiscriminantNeg,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-QU-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,qu-discriminant-neg,QuDiscriminantNeg,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,ft-parent-square-abs,FtParentSquareAbs,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-GRID,MINOR,coordinate_graph,grid,figure_renderer,ft-parent-square-abs,FtParentSquareAbs,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,ft-parent-square-abs,FtParentSquareAbs,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,ft-horiz-shift,FtHorizShift,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-GRID,MINOR,coordinate_graph,grid,figure_renderer,ft-horiz-shift,FtHorizShift,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,ft-horiz-shift,FtHorizShift,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,ft-reflection,FtReflection,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-GRID,MINOR,coordinate_graph,grid,figure_renderer,ft-reflection,FtReflection,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,ft-reflection,FtReflection,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SY-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,sy-dilation-origin,SyDilationOrigin,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SY-GRID,MINOR,coordinate_graph,grid,figure_renderer,sy-dilation-origin,SyDilationOrigin,display convention requires grid; none statically visible
GF-F-DOT-PLOT-FIGURE-FAMILY-VM-TICKS,MAJOR,dot_plot,ticks,figure_renderer,vm-line-plot-read,VmLinePlotRead,no statically visible tick construction
GF-F-DOT-PLOT-FIGURE-FAMILY-VM-TICKS,MAJOR,dot_plot,ticks,figure_renderer,vm-total-length,VmTotalLength,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,cg-town-map,CgTownMap,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-GRID,MINOR,coordinate_graph,grid,figure_renderer,cg-town-map,CgTownMap,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,cg-town-map,CgTownMap,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,cg-maya-saves,CgMayaSaves,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-GRID,MINOR,coordinate_graph,grid,figure_renderer,cg-maya-saves,CgMayaSaves,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,cg-maya-saves,CgMayaSaves,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-LABELS,MINOR,coordinate_graph,labels,figure_renderer,cg-each-plottable,CgEachPlottable,no axis/text label token in renderer source
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,cg-each-plottable,CgEachPlottable,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-GRID,MINOR,coordinate_graph,grid,figure_renderer,cg-each-plottable,CgEachPlottable,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CG-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,cg-each-plottable,CgEachPlottable,origin/zero not statically visible
GF-F-BAR-CHART-FIGURE-FAMILY-MMT-TICKS,MAJOR,bar_chart,ticks,figure_renderer,mmt-picture-graph,MmtPictureGraph,no statically visible tick construction
GF-F-BAR-CHART-FIGURE-FAMILY-MMT-ORIGIN,MAJOR,bar_chart,origin,figure_renderer,mmt-picture-graph,MmtPictureGraph,origin/zero not statically visible
GF-F-BAR-CHART-FIGURE-FAMILY-MMT-TICKS,MAJOR,bar_chart,ticks,figure_renderer,mmt-bar-graph,MmtBarGraph,no statically visible tick construction
GF-F-BAR-CHART-FIGURE-FAMILY-MMT-ORIGIN,MAJOR,bar_chart,origin,figure_renderer,mmt-bar-graph,MmtBarGraph,origin/zero not statically visible
GF-F-DOT-PLOT-FIGURE-FAMILY-MMT-TICKS,MAJOR,dot_plot,ticks,figure_renderer,mmt-compare-graphs,MmtCompareGraphs,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MMT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,mmt-graph-subtraction,MmtGraphSubtraction,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MMT-GRID,MINOR,coordinate_graph,grid,figure_renderer,mmt-graph-subtraction,MmtGraphSubtraction,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MMT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,mmt-graph-subtraction,MmtGraphSubtraction,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-AS-TICKS,MAJOR,number_line,ticks,figure_renderer,as-hops-add,AsHopsAdd,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-AS-TICKS,MAJOR,number_line,ticks,figure_renderer,as-count-back,AsCountBack,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-AS-TICKS,MAJOR,number_line,ticks,figure_renderer,as-count-up,AsCountUp,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-C120-TICKS,MAJOR,number_line,ticks,figure_renderer,c120-skip-from-7,C120SkipFrom7,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-KC-TICKS,MAJOR,number_line,ticks,figure_renderer,kc-ten-hops-to-100,KcTenHopsTo100,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pra-conjugate-mirror,PraConjugateMirror,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-GRID,MINOR,coordinate_graph,grid,figure_renderer,pra-conjugate-mirror,PraConjugateMirror,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pra-conjugate-mirror,PraConjugateMirror,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pra-slant-portrait,PraSlantPortrait,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-GRID,MINOR,coordinate_graph,grid,figure_renderer,pra-slant-portrait,PraSlantPortrait,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pra-slant-portrait,PraSlantPortrait,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-PRA-TICKS,MAJOR,number_line,ticks,figure_renderer,pra-signchart-intro,PraSignchartIntro,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-TI-TICKS,MAJOR,number_line,ticks,figure_renderer,ti-twin-ladder,TiTwinLadder,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-TI-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,ti-sumdiff-decompose,TiSumDiffDecompose,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-TI-GRID,MINOR,coordinate_graph,grid,figure_renderer,ti-sumdiff-decompose,TiSumDiffDecompose,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-TI-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,ti-sumdiff-decompose,TiSumDiffDecompose,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PP-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pp-argand-polar,PpArgandPolar,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PP-GRID,MINOR,coordinate_graph,grid,figure_renderer,pp-argand-polar,PpArgandPolar,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,vec-displacement,VecDisplacement,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,vec-displacement,VecDisplacement,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,vec-tiptotail,VecTipToTail,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-GRID,MINOR,coordinate_graph,grid,figure_renderer,vec-tiptotail,VecTipToTail,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,vec-tiptotail,VecTipToTail,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,vec-dot-angle,VecDotAngle,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-GRID,MINOR,coordinate_graph,grid,figure_renderer,vec-dot-angle,VecDotAngle,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,vec-compose,VecCompose,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-GRID,MINOR,coordinate_graph,grid,figure_renderer,vec-compose,VecCompose,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,vec-compose,VecCompose,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,co-ellipse-def,CoEllipseDef,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-GRID,MINOR,coordinate_graph,grid,figure_renderer,co-ellipse-def,CoEllipseDef,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,co-ellipse-def,CoEllipseDef,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,co-hyperbola-def,CoHyperbolaDef,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-GRID,MINOR,coordinate_graph,grid,figure_renderer,co-hyperbola-def,CoHyperbolaDef,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,co-hyperbola-def,CoHyperbolaDef,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,co-eccentricity-scale,CoEccentricityScale,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-GRID,MINOR,coordinate_graph,grid,figure_renderer,co-eccentricity-scale,CoEccentricityScale,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,co-eccentricity-scale,CoEccentricityScale,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,lc-hole-graph,LcHoleGraph,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-GRID,MINOR,coordinate_graph,grid,figure_renderer,lc-hole-graph,LcHoleGraph,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,lc-hole-graph,LcHoleGraph,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,lc-jump-graph,LcJumpGraph,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-GRID,MINOR,coordinate_graph,grid,figure_renderer,lc-jump-graph,LcJumpGraph,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,lc-jump-graph,LcJumpGraph,origin/zero not statically visible
GF-F-BAR-CHART-FIGURE-FAMILY-LC-TICKS,MAJOR,bar_chart,ticks,figure_renderer,lc-partial-sums,LcPartialSums,no statically visible tick construction
GF-F-BAR-CHART-FIGURE-FAMILY-LC-ORIGIN,MAJOR,bar_chart,origin,figure_renderer,lc-partial-sums,LcPartialSums,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,fna-piecewise,FnaPiecewise,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-GRID,MINOR,coordinate_graph,grid,figure_renderer,fna-piecewise,FnaPiecewise,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,fna-piecewise,FnaPiecewise,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-COUNT-TICKS,MAJOR,number_line,ticks,figure_renderer,count-on-small,CountOnSmall,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-BIGGER-TICKS,MAJOR,number_line,ticks,figure_renderer,bigger-first,BiggerFirst,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-COORDINATE-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,coordinate-plane,CoordinatePlane,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-COORDINATE-GRID,MINOR,coordinate_graph,grid,figure_renderer,coordinate-plane,CoordinatePlane,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LINE-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,line-intercepts,LineIntercepts,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LINE-GRID,MINOR,coordinate_graph,grid,figure_renderer,line-intercepts,LineIntercepts,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LINE-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,line-intercepts,LineIntercepts,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARABOLA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,parabola-vertex,ParabolaVertex,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARABOLA-GRID,MINOR,coordinate_graph,grid,figure_renderer,parabola-vertex,ParabolaVertex,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARABOLA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,parabola-vertex,ParabolaVertex,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARABOLA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,parabola-roots,ParabolaRoots,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARABOLA-GRID,MINOR,coordinate_graph,grid,figure_renderer,parabola-roots,ParabolaRoots,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARABOLA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,parabola-roots,ParabolaRoots,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DISCRIMINANT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,discriminant-cases,DiscriminantCases,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DISCRIMINANT-GRID,MINOR,coordinate_graph,grid,figure_renderer,discriminant-cases,DiscriminantCases,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DISCRIMINANT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,discriminant-cases,DiscriminantCases,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXP-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,exp-curve-growth,ExpCurveGrowth,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXP-GRID,MINOR,coordinate_graph,grid,figure_renderer,exp-curve-growth,ExpCurveGrowth,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXP-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,exp-curve-growth,ExpCurveGrowth,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXP-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,exp-curve-decay,ExpCurveDecay,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXP-GRID,MINOR,coordinate_graph,grid,figure_renderer,exp-curve-decay,ExpCurveDecay,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXP-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,exp-curve-decay,ExpCurveDecay,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-ESTIMATE-TICKS,MAJOR,number_line,ticks,figure_renderer,estimate-actual,EstimateActual,no statically visible tick construction
GF-F-BAR-CHART-FIGURE-FAMILY-SINGLE-ORIGIN,MAJOR,bar_chart,origin,figure_renderer,single-scale-graph,SingleScaleGraph,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-PROBABILITY-TICKS,MAJOR,number_line,ticks,figure_renderer,probability-line,ProbabilityLine,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO7-TICKS,MAJOR,number_line,ticks,figure_renderer,rno7-add-same-line,Rno7AddSameLine,no statically visible tick construction
GF-F-DOT-PLOT-FIGURE-FAMILY-SP7-TICKS,MAJOR,dot_plot,ticks,figure_renderer,sp7-dotplot-overlap,Sp7DotplotOverlap,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO7-TICKS,MAJOR,number_line,ticks,figure_renderer,rno7-add-diff-line,Rno7AddDiffLine,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO7-TICKS,MAJOR,number_line,ticks,figure_renderer,rno7-change-rise-line,Rno7ChangeRiseLine,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO7-TICKS,MAJOR,number_line,ticks,figure_renderer,rno7-subtract-negative,Rno7SubtractNegative,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-TSE7-TICKS,MAJOR,number_line,ticks,figure_renderer,tse7-ineq-line,Tse7IneqLine,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pr7-straight-line,Pr7StraightLine,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-GRID,MINOR,coordinate_graph,grid,figure_renderer,pr7-straight-line,Pr7StraightLine,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pr7-point-1k,Pr7Point1k,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-GRID,MINOR,coordinate_graph,grid,figure_renderer,pr7-point-1k,Pr7Point1k,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pr7-point-1k,Pr7Point1k,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO-TICKS,MAJOR,number_line,ticks,figure_renderer,rno-same-sign,RnoSameSign,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO-TICKS,MAJOR,number_line,ticks,figure_renderer,rno-opposites-cancel,RnoOppositesCancel,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNO-TICKS,MAJOR,number_line,ticks,figure_renderer,rno-change-sign,RnoChangeSign,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pr-flat-start,PrFlatStart,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-GRID,MINOR,coordinate_graph,grid,figure_renderer,pr-flat-start,PrFlatStart,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pr-through-origin,PrThroughOrigin,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-GRID,MINOR,coordinate_graph,grid,figure_renderer,pr-through-origin,PrThroughOrigin,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pr-unit-rate-point,PrUnitRatePoint,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-GRID,MINOR,coordinate_graph,grid,figure_renderer,pr-unit-rate-point,PrUnitRatePoint,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pr-unit-rate-point,PrUnitRatePoint,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LES-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,les-graph-solution,LesGraphSolution,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LES-GRID,MINOR,coordinate_graph,grid,figure_renderer,les-graph-solution,LesGraphSolution,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LES-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,les-graph-solution,LesGraphSolution,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,fg-initial-value,FgInitialValue,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-GRID,MINOR,coordinate_graph,grid,figure_renderer,fg-initial-value,FgInitialValue,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,fg-initial-value,FgInitialValue,origin/zero not statically visible
GF-F-LINE-GRAPH-FIGURE-FAMILY-FG-TICKS,MAJOR,line_graph,ticks,figure_renderer,fg-many-forms,FgManyForms,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,fg-graph-shape,FgGraphShape,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-GRID,MINOR,coordinate_graph,grid,figure_renderer,fg-graph-shape,FgGraphShape,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,fg-graph-shape,FgGraphShape,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,fg-story-graph,FgStoryGraph,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-GRID,MINOR,coordinate_graph,grid,figure_renderer,fg-story-graph,FgStoryGraph,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FG-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,fg-story-graph,FgStoryGraph,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-RNS-TICKS,MAJOR,number_line,ticks,figure_renderer,rns-density,RnsDensity,no statically visible tick construction
