portfolio_id,severity,display_type,rule,target_kind,target_id,renderer,evidence
GF-W-DOT-PLOT-SHUFFLETESTW-TICKS,MAJOR,dot_plot,ticks,widget_renderer,shuffleTest,ShuffleTestW,no statically visible tick construction
GF-W-NUMBER-LINE-SIGNCHARTW-TICKS,MAJOR,number_line,ticks,widget_renderer,signChart,SignChartW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-SLICESUMW-TICKS,MAJOR,coordinate_graph,ticks,widget_renderer,sliceSum,SliceSumW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-SLICESUMW-ORIGIN,MAJOR,coordinate_graph,origin,widget_renderer,sliceSum,SliceSumW,origin/zero not statically visible
GF-W-COORDINATE-GRAPH-SYSTEMSEXPLOREW-TICKS,MAJOR,coordinate_graph,ticks,widget_renderer,systemsExplore,SystemsExploreW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-TAYLORAPPROXW-TICKS,MAJOR,coordinate_graph,ticks,widget_renderer,taylorApprox,TaylorApproxW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-TAYLORAPPROXW-ORIGIN,MAJOR,coordinate_graph,origin,widget_renderer,taylorApprox,TaylorApproxW,origin/zero not statically visible
GF-W-COORDINATE-GRAPH-TRANSFORMEXPLOREW-ORIGIN,MAJOR,coordinate_graph,origin,widget_renderer,transformExplore,TransformExploreW,origin/zero not statically visible
GF-W-COORDINATE-GRAPH-UNITCIRCLEEXPLOREW-TICKS,MAJOR,coordinate_graph,ticks,widget_renderer,unitCircleExplore,UnitCircleExploreW,no statically visible tick construction
GF-W-NUMBER-LINE-UNITRULERW-TICKS,MAJOR,number_line,ticks,widget_renderer,unitRuler,UnitRulerW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-VECTOREXPLOREW-TICKS,MAJOR,coordinate_graph,ticks,widget_renderer,vectorExplore,VectorExploreW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-VECTOREXPLOREW-ORIGIN,MAJOR,coordinate_graph,origin,widget_renderer,vectorExplore,VectorExploreW,origin/zero not statically visible
GF-W-COORDINATE-GRAPH-VERTICALLINESCANNERW-TICKS,MAJOR,coordinate_graph,ticks,widget_renderer,verticalLineScanner,VerticalLineScannerW,no statically visible tick construction
GF-W-COORDINATE-GRAPH-VERTICALLINESCANNERW-ORIGIN,MAJOR,coordinate_graph,origin,widget_renderer,verticalLineScanner,VerticalLineScannerW,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-IA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,ia-strip-to-disc,IaStripToDisc,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-IA-GRID,MINOR,coordinate_graph,grid,figure_renderer,ia-strip-to-disc,IaStripToDisc,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-IA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,ia-strip-to-disc,IaStripToDisc,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DE-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,de-slope-field-threads,DeSlopeFieldThreads,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DE-GRID,MINOR,coordinate_graph,grid,figure_renderer,de-slope-field-threads,DeSlopeFieldThreads,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DE-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,de-slope-field-threads,DeSlopeFieldThreads,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DR-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,dr-corner-no-tangent,DrCornerNoTangent,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DR-GRID,MINOR,coordinate_graph,grid,figure_renderer,dr-corner-no-tangent,DrCornerNoTangent,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-DR-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,dr-corner-no-tangent,DrCornerNoTangent,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,fna-even-symmetry,FnaEvenSymmetry,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-GRID,MINOR,coordinate_graph,grid,figure_renderer,fna-even-symmetry,FnaEvenSymmetry,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,fna-even-symmetry,FnaEvenSymmetry,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,vec-direction-angle,VecDirectionAngle,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-GRID,MINOR,coordinate_graph,grid,figure_renderer,vec-direction-angle,VecDirectionAngle,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-VEC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,vec-direction-angle,VecDirectionAngle,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pra-fewer-real,PraFewerReal,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-GRID,MINOR,coordinate_graph,grid,figure_renderer,pra-fewer-real,PraFewerReal,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pra-fewer-real,PraFewerReal,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pra-conjugate-pairs,PraConjugatePairs,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-GRID,MINOR,coordinate_graph,grid,figure_renderer,pra-conjugate-pairs,PraConjugatePairs,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PRA-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pra-conjugate-pairs,PraConjugatePairs,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,lc-jump-onesided,LcJumpOnesided,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-GRID,MINOR,coordinate_graph,grid,figure_renderer,lc-jump-onesided,LcJumpOnesided,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-LC-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,lc-jump-onesided,LcJumpOnesided,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,co-hyperbola-foci,CoHyperbolaFoci,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-GRID,MINOR,coordinate_graph,grid,figure_renderer,co-hyperbola-foci,CoHyperbolaFoci,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-CO-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,co-hyperbola-foci,CoHyperbolaFoci,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PP-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pp-not-unique,PpNotUnique,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PP-GRID,MINOR,coordinate_graph,grid,figure_renderer,pp-not-unique,PpNotUnique,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PP-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pp-not-unique,PpNotUnique,origin/zero not statically visible
